유형,시도,시군,단지명,조성상태,지정면적(천제곱미터),관리면적(천제곱미터),산업시설구역_전체면적(천제곱미터),산업시설구역_분양대상(천제곱미터),산업시설구역_분양(천제곱미터),산업시설구역_미분양(천제곱미터),산업시설구역_분양률(퍼센트),입주업체(개),가동업체(개)
일반,경기,파주시,당동(외국인),완료,641,641,239,239,239,0,100,5,5
일반,경기,파주시,선유,완료,1313,1313,695,695,695,0,100,125,111
일반,경기,파주시,금파,완료,78,78,50,50,50,0,100,12,12
일반,경기,파주시,탄현,완료,123,123,84,84,84,0,100,53,52
일반,경기,평택시,송탄,완료,1086,1086,787,787,787,0,100,141,139
일반,경기,가평군,목동,완료,60,60,48,48,48,0,100,14,11
일반,경기,여주시,장안,완료,59,58,44,44,44,0,100,1,1
농공,경기,안성시,미양,완료,117,117,117,117,117,0,100,4,4
국가,강원,동해시,북평국가,완료,4278,1872,1235,1235,1031,204,83,82,53
일반,강원,강릉시,강릉과학,완료,1487,1487,856,856,804,52,94,157,149
일반,강원,강릉시,강릉중소,완료,164,164,69,69,69,0,100,36,22
일반,강원,홍천군,홍천북방,완료,525,525,435,435,435,0,100,2,2
일반,강원,원주시,동화,완료,409,409,277,277,277,0,100,28,27
일반,강원,원주시,문막[재생사업지구],완료,396,336,198,198,198,0,100,24,20
일반,강원,원주시,우산,완료,346,346,288,288,288,0,100,20,15
일반,강원,춘천시,후평[재생사업지구],완료,483,487,263,263,263,0,100,425,338
농공,강원,강릉시,주문진,완료,143,143,100,100,100,0,100,35,35
농공,강원,삼척시,근덕,완료,130,130,79,79,79,0,100,28,28
농공,강원,삼척시,도계,완료,71,68,58,58,58,0,100,9,9
농공,강원,원주시,동화,완료,330,330,259,259,259,0,100,46,44
농공,강원,원주시,문막,완료,501,501,409,409,409,0,100,38,38
농공,강원,원주시,태장,완료,298,297,243,243,243,0,100,143,133
농공,강원,춘천시,당림,완료,53,53,43,43,43,0,100,1,1
농공,강원,춘천시,창촌,완료,114,115,104,104,104,0,100,30,30
농공,강원,춘천시,퇴계,완료,341,341,240,240,240,0,100,178,174
농공,강원,태백시,장성,완료,137,137,81,81,75,6,93,17,13
농공,강원,태백시,철암,완료,127,127,100,100,100,0,100,29,27
농공,강원,고성군,향목,완료,34,33,29,29,29,0,100,14,14
농공,강원,양양군,포월,완료,117,115,84,84,84,0,100,39,39
농공,강원,영월군,영월,완료,111,110,92,92,92,0,100,17,16
농공,강원,영월군,팔괴,완료,143,143,109,109,109,0,100,34,29
농공,강원,정선군,증산,완료,118,118,91,91,91,0,100,22,22
농공,강원,정선군,함백,완료,100,100,98,98,98,0,100,5,5
농공,강원,철원군,갈말,완료,125,129,97,97,97,0,100,3,3
농공,강원,철원군,김화,완료,146,143,114,114,114,0,100,27,26
농공,강원,평창군,평창,완료,106,106,83,83,83,0,100,35,35
농공,강원,홍천군,상오안,완료,127,127,92,92,92,0,100,24,22
농공,강원,홍천군,양덕원,완료,42,42,37,37,37,0,100,1,1
농공,강원,화천군,원천,완료,112,112,80,80,80,0,100,28,25
농공,강원,횡성군,묵계,완료,176,175,138,138,138,0,100,13,13
농공,강원,횡성군,우천,완료,173,173,145,145,145,0,100,24,23
농공,강원,속초시,대포제1,완료,178,177,138,138,138,0,100,39,39
국가,충북,보은군,보은,조성중,4178,4179,1156,1156,1156,0,100,1,1
국가,충북,청주시,오송생명과학,완료,4833,2595,1384,1384,1384,0,100,74,72
일반,충북,제천시,제천,완료,1472,1472,729,729,729,0,100,46,45
일반,충북,청주시,청주[재생사업지구:부분],완료,4098,4098,2906,2906,2906,0,100,743,714
일반,충북,충주시,중원,완료,375,375,204,204,204,0,100,30,29
일반,충북,충주시,충주제1,완료,1270,1270,817,817,817,0,100,45,40
일반,충북,음성군,금왕,완료,571,571,414,414,407,7,98,11,11
일반,충북,음성군,대풍,완료,439,435,325,325,325,0,100,11,11
일반,충북,음성군,맹동,완료,419,419,274,274,274,0,100,42,41
일반,충북,음성군,음성이테크,완료,135,135,81,81,81,0,100,21,8
일반,충북,음성군,음성하이텍,완료,397,397,313,313,313,0,100,17,3
일반,충북,진천군,이월,완료,300,300,213,213,213,0,100,6,6
일반,충북,청주시,오창과학,완료,9597,8357,4487,4487,4422,65,99,234,228
일반,충북,청주시,현도,완료,719,719,415,415,415,0,100,4,4
도시첨단,충북,청주시,청주도시첨단문화,완료,49,48,43,43,43,0,100,60,60
농공,충북,제천시,강저테크노빌(구 강저),완료,126,126,108,108,108,0,100,22,21
농공,충북,제천시,고암테크노빌(구 고암),완료,174,168,152,152,152,0,100,21,20
농공,충북,제천시,금성테크노빌(구 금성),완료,86,85,73,73,73,0,100,16,14
농공,충북,제천시,송학테크노빌(구 송학),완료,90,89,73,73,73,0,100,9,9
농공,충북,충주시,중앙탑(구 가금),완료,223,223,199,199,199,0,100,6,6
농공,충북,충주시,가주,완료,132,132,100,100,100,0,100,12,12
농공,충북,충주시,용탄,완료,192,192,161,161,161,0,100,19,19
농공,충북,충주시,주덕,완료,159,159,140,140,140,0,100,15,14
농공,충북,괴산군,괴산테크노빌(구: 괴산농공),완료,55,55,44,44,44,0,100,10,9
농공,충북,괴산군,사리테크노빌(구:사리농공),완료,112,112,94,94,94,0,100,18,17
농공,충북,단양군,대강,완료,82,80,66,66,66,0,100,16,12
농공,충북,보은군,보은,완료,70,69,52,52,52,0,100,8,6
농공,충북,보은군,삼승,완료,142,145,99,99,99,0,100,14,11
농공,충북,보은군,장안,완료,281,281,242,242,242,0,100,36,27
농공,충북,영동군,법화,완료,123,123,92,92,92,0,100,5,5
농공,충북,영동군,영동,완료,74,74,63,63,63,0,100,8,7
농공,충북,영동군,용산,완료,262,262,243,243,243,0,100,3,2
농공,충북,옥천군,구일,완료,132,132,99,99,99,0,100,9,9
농공,충북,옥천군,동이,완료,161,161,141,141,141,0,100,15,15
농공,충북,옥천군,옥천,완료,282,282,267,267,267,0,100,15,15
농공,충북,옥천군,이원,완료,142,142,129,129,129,0,100,8,8
농공,충북,옥천군,청산,완료,65,65,56,56,56,0,100,3,3
농공,충북,음성군,금왕,완료,141,132,115,115,115,0,100,15,9
농공,충북,음성군,삼성,완료,165,158,135,135,135,0,100,11,11
농공,충북,음성군,음성,완료,66,62,52,52,52,0,100,19,14
농공,충북,증평군,도안테크노밸리(구:도안농공),완료,93,93,83,83,83,0,100,5,5
농공,충북,증평군,증평테크노밸리(구:증평농공),완료,89,89,85,85,85,0,100,2,2
농공,충북,진천군,광혜원,완료,86,86,81,81,81,0,100,12,9
농공,충북,진천군,덕산,완료,91,91,81,81,81,0,100,8,5
농공,충북,진천군,문백전기전자,완료,124,124,111,111,111,0,100,3,3
농공,충북,진천군,이월,완료,127,127,105,105,105,0,100,11,10
농공,충북,진천군,진천,완료,58,58,48,48,48,0,100,17,17
농공,충북,진천군,초평,완료,136,136,120,120,120,0,100,3,3
농공,충북,단양군,적성,완료,124,124,97,97,97,0,100,18,10
농공,충북,청주시 청원구,내수,완료,107,107,98,98,98,0,100,2,2
농공,충북,청주시,현도,완료,72,72,53,53,53,0,100,1,1
국가,충남,보령시,고정,조성중,6304,6304,3040,3040,3040,0,100,1,1
국가,충남,서산시,대죽자원비축,완료,912,912,391,391,391,0,100,1,1
국가,충남,당진시,아산국가,완료,6155,4988,3783,3783,3783,0,100,151,128
일반,충남,논산시,논산,완료,253,253,165,165,165,0,100,24,24
일반,충남,보령시,관창,조성중,2442,2442,1256,1256,1256,0,100,16,16
일반,충남,서산시,대죽,완료,2101,2101,1541,1541,1541,0,100,12,12
일반,충남,아산시,인주,완료,3530,3527,2554,2554,2554,0,100,48,43
일반,충남,천안시,천안3,완료,2134,2100,1385,1385,1385,0,100,52,50
일반,충남,천안시,천안제2[재생사업지구],완료,828,827,567,567,567,0,100,230,228
일반,충남,천안시,천안제4,완료,1006,1006,629,629,629,0,100,85,85
일반,충남,천안시,천안산업기술,완료,183,183,131,131,131,0,100,187,187
일반,충남,천안시,천흥,완료,651,649,426,426,426,0,100,14,12
일반,충남,계룡시,계룡제1(구 입암),완료,323,323,156,156,156,0,100,26,26
일반,충남,아산시,아산디스플레이시티1(구 탕정컴플렉스),완료,2534,2451,1562,1562,1562,0,100,6,6
일반,충남,천안시,마정,완료,150,149,99,99,99,0,100,48,48
일반,충남,금산군,금산,완료,921,919,717,717,717,0,100,1,1
일반,충남,서산시,서산오토밸리(구 서산),완료,3990,3989,2698,2698,2673,25,99,49,43
농공,충남,공주시,검상,완료,449,408,330,330,330,0,100,29,27
농공,충남,공주시,계룡,완료,50,50,45,45,45,0,100,1,1
농공,충남,공주시,우성(전문),완료,142,142,116,116,116,0,100,5,5
농공,충남,공주시,유구,조성중,278,278,184,150,150,0,100,3,3
농공,충남,공주시,장기,완료,91,91,74,74,74,0,100,39,39
농공,충남,논산시,가야곡,완료,186,186,145,145,145,0,100,17,15
농공,충남,논산시,양지,완료,117,117,88,88,88,0,100,5,5
농공,충남,논산시,연무,완료,124,123,88,88,88,0,100,1,1
농공,충남,논산시,연산,완료,81,81,59,59,59,0,100,12,12
농공,충남,논산시,은진,완료,77,70,63,63,63,0,100,3,3
농공,충남,보령시,대천,완료,102,102,88,88,88,0,100,16,10
농공,충남,보령시,웅천,완료,229,229,171,171,171,0,100,30,27
농공,충남,보령시,웅천석재,완료,150,150,104,104,104,0,100,21,21
농공,충남,보령시,주산,완료,152,154,118,118,118,0,100,3,3
농공,충남,보령시,주포,완료,165,165,136,136,136,0,100,19,19
농공,충남,서산시,고북,완료,125,124,94,94,94,0,100,15,9
농공,충남,서산시,명천자동차전문,완료,143,143,100,100,100,0,100,7,7
농공,충남,서산시,성연,완료,777,775,597,597,597,0,100,4,4
농공,충남,서산시,수석,완료,231,223,177,177,177,0,100,31,30
농공,충남,아산시,둔포,완료,74,73,69,69,69,0,100,3,3
농공,충남,아산시,득산,완료,216,216,167,167,167,0,100,25,25
농공,충남,아산시,배미,완료,75,74,63,63,63,0,100,3,3
농공,충남,아산시,신인,완료,64,56,43,43,43,0,100,2,1
농공,충남,아산시,신창,완료,56,56,43,43,43,0,100,6,6
농공,충남,아산시,영인,완료,154,154,141,141,141,0,100,4,4
농공,충남,아산시,탕정,완료,93,93,88,88,88,0,100,3,3
농공,충남,천안시,동면,완료,69,69,49,49,49,0,100,6,6
농공,충남,천안시,목천,완료,105,100,64,64,64,0,100,2,1
농공,충남,천안시,백석,완료,350,350,296,296,296,0,100,120,120
농공,충남,천안시,직산,완료,172,172,138,138,138,0,100,17,14
농공,충남,금산군,금성,완료,222,221,169,169,169,0,100,23,23
농공,충남,금산군,복수,완료,118,117,96,96,96,0,100,17,13
농공,충남,금산군,추부,완료,245,244,165,165,165,0,100,31,29
농공,충남,당진시,당진,완료,84,84,54,54,54,0,100,14,14
농공,충남,당진시,면천,완료,139,138,105,105,105,0,100,10,10
농공,충남,당진시,석문,완료,211,211,162,162,162,0,100,4,4
농공,충남,당진시,송악,완료,165,170,122,122,122,0,100,25,24
농공,충남,당진시,신평,완료,138,137,103,103,103,0,100,12,12
농공,충남,당진시,한진,완료,143,143,115,115,102,13,89,2,2
농공,충남,당진시,합덕,완료,109,108,73,73,73,0,100,27,23
농공,충남,서천군,종천,완료,251,251,208,208,208,0,100,33,31
농공,충남,예산군,고덕,완료,159,158,136,136,136,0,100,3,3
농공,충남,예산군,관작전문,완료,144,144,119,119,119,0,100,10,9
농공,충남,예산군,삽교전문,완료,146,146,114,114,114,0,100,10,9
농공,충남,예산군,충남동물약품수출단지(구:신암농공),완료,153,152,125,125,125,0,100,10,10
농공,충남,예산군,예덕,완료,205,192,152,152,152,0,100,1,1
농공,충남,예산군,예산,완료,189,189,154,154,154,0,100,24,23
농공,충남,예산군,응봉,완료,151,150,130,130,130,0,100,6,6
농공,충남,청양군,비봉,완료,156,153,110,110,110,0,100,10,6
농공,충남,청양군,운곡,완료,149,140,88,88,88,0,100,12,10
농공,충남,청양군,정산,완료,274,264,211,211,211,0,100,3,3
농공,충남,청양군,학당,완료,130,129,90,90,90,0,100,3,3
농공,충남,청양군,화성,완료,144,139,108,108,108,0,100,20,19
농공,충남,태안군,태안,완료,105,105,83,83,83,0,100,26,26
농공,충남,홍성군,결성전문,완료,141,141,107,107,107,0,100,26,20
농공,충남,홍성군,광천,완료,145,145,105,105,105,0,100,14,14
농공,충남,홍성군,구항,완료,167,167,124,124,124,0,100,9,7
농공,충남,홍성군,은하,완료,110,110,91,91,91,0,100,3,0
농공,충남,홍성군,은하전문,완료,95,95,72,72,72,0,100,8,7
농공,충남,서천군,장항원수,완료,480,480,360,360,360,0,100,31,25
농공,충남,공주시,정안1,완료,159,159,131,131,131,0,100,19,19
농공,충남,부여군,은산산업단지(구 은산농공단지),완료,123,123,91,91,91,0,100,19,17
농공,충남,부여군,임천산업단지(구 임천농공단지),완료,166,167,142,142,142,0,100,6,6
농공,충남,부여군,장암산업단지(구:장암농공단지),완료,158,157,133,133,133,0,100,1,1
농공,충남,부여군,홍산산업단지(구 홍산농공단지),완료,128,127,105,105,105,0,100,12,12
국가,전북,군산시,군산,완료,13702,6828,5570,5570,5570,0,100,208,175
국가,전북,군산시,군산2(구 군장지구),완료,51715,14612,9999,9999,9893,106,99,642,582
국가,전북,익산시,익산[재생사업지구],완료,1336,1336,1059,1059,1059,0,100,327,256
일반,전북,군산시,군산,완료,5641,5641,3630,3630,3630,0,100,81,81
일반,전북,김제시,김제순동,완료,262,262,186,186,186,0,100,35,35
일반,전북,익산시,익산제2,완료,3309,3309,2563,2563,2563,0,100,213,213
일반,전북,전주시,전주제2,완료,687,687,531,531,531,0,100,31,31
일반,전북,정읍시,정읍제1,완료,185,185,158,158,158,0,100,7,7
일반,전북,정읍시,정읍제2,완료,999,999,668,668,668,0,100,69,69
일반,전북,정읍시,정읍제3,완료,1025,1025,757,757,757,0,100,55,55
일반,전북,완주군,완주,완료,3359,3359,2578,2578,2578,0,100,84,84
일반,전북,완주군,전주과학,완료,3074,3074,1798,1798,1798,0,100,222,220
일반,전북,전주시,전주제1[재생사업지구],완료,1806,1806,1218,1218,1218,0,100,120,110
도시첨단,전북,전주시,전주도시첨단,완료,110,110,39,39,39,0,100,76,71
농공,전북,군산시,서수,완료,287,287,239,239,239,0,100,51,50
농공,전북,군산시,성산,완료,142,142,126,126,126,0,100,26,25
농공,전북,군산시,옥구,완료,140,130,103,103,103,0,100,52,52
농공,전북,김제시,대동전문,완료,331,331,247,247,247,0,100,27,27
농공,전북,김제시,만경,완료,215,215,181,181,181,0,100,28,28
농공,전북,김제시,봉황,완료,233,233,204,204,204,0,100,44,43
농공,전북,김제시,서흥,완료,277,277,236,236,236,0,100,35,35
농공,전북,김제시,월촌,완료,145,145,122,122,122,0,100,25,25
농공,전북,김제시,황산,완료,73,73,55,55,55,0,100,11,11
농공,전북,남원시,광치1(구 광치),완료,146,140,117,117,117,0,100,21,21
농공,전북,남원시,광치2,완료,111,111,94,94,94,0,100,29,28
농공,전북,남원시,노암,완료,149,147,102,102,102,0,100,30,30
농공,전북,남원시,어현,완료,113,113,93,93,93,0,100,1,0
농공,전북,남원시,인월,완료,48,48,39,39,39,0,100,2,2
농공,전북,익산시,낭산,완료,129,128,109,109,109,0,100,15,15
농공,전북,익산시,삼기,완료,132,131,113,113,113,0,100,40,40
농공,전북,익산시,황등,완료,147,147,119,119,119,0,100,58,58
농공,전북,정읍시,고부,완료,151,151,128,128,128,0,100,13,13
농공,전북,정읍시,농소,완료,186,185,176,176,176,0,100,6,6
농공,전북,정읍시,북면,완료,211,211,174,174,174,0,100,41,41
농공,전북,정읍시,신용전문,완료,143,143,105,105,105,0,100,6,6
농공,전북,정읍시,신태인,완료,150,150,120,120,120,0,100,15,14
농공,전북,고창군,고수,완료,106,106,83,83,80,3,96,22,21
농공,전북,고창군,아산,완료,140,140,111,111,111,0,100,26,25
농공,전북,무주군,안성,완료,91,94,79,79,79,0,100,14,8
농공,전북,부안군,부안,완료,149,149,123,123,123,0,100,32,32
농공,전북,부안군,줄포,완료,89,89,68,68,68,0,100,16,16
농공,전북,순창군,가남,완료,83,83,62,62,62,0,100,2,2
농공,전북,순창군,풍산,완료,138,138,112,112,101,11,90,9,8
농공,전북,완주군,이서특별,완료,398,398,389,389,389,0,100,6,6
농공,전북,임실군,신평,완료,53,53,49,49,49,0,100,10,10
농공,전북,임실군,오수,완료,132,132,93,93,93,0,100,23,21
농공,전북,임실군,임실,완료,147,147,133,133,133,0,100,1,1
농공,전북,장수군,장계,완료,290,290,204,204,204,0,100,10,5
농공,전북,장수군,천천,완료,57,57,50,50,50,0,100,9,6
농공,전북,진안군,진안제2,완료,146,146,105,105,105,0,100,36,36
농공,전북,진안군,진안연장,완료,53,53,45,45,45,0,100,11,11
국가,전남,여수시,삼일자원비축,완료,4157,4088,3442,3442,3442,0,100,2,2
국가,전남,여수시,여수,조성중,51214,32500,23489,23163,23163,0,100,323,295
국가,전남,영암군,대불국가산업단지,완료,22690,13394,6962,6962,6940,22,100,424,376
국가,전남,광양시,광양국가,조성중,96405,27517,20567,18235,18197,38,100,201,167
일반,전남,나주시,문평,완료,323,323,246,246,246,0,100,9,8
일반,전남,목포시,삽진,완료,218,216,170,170,170,0,100,46,46
일반,전남,순천시,순천[재생사업지구],완료,576,576,448,448,448,0,100,34,33
일반,전남,순천시,해룡,조성중,1592,1592,1039,638,638,0,100,45,45
일반,전남,여수시,율촌제1,조성중,9450,9431,6140,6140,6061,79,99,148,126
일반,전남,여수시,여수오천,완료,222,222,130,130,130,0,100,39,36
일반,전남,영암군,삼호,완료,2971,2971,2153,2153,2153,0,100,1,1
농공,전남,나주시,동수,완료,209,209,179,179,179,0,100,56,34
농공,전남,나주시,봉황,완료,100,100,84,84,84,0,100,20,9
농공,전남,나주시,오량,완료,245,245,207,207,207,0,100,53,35
농공,전남,목포시,산정,완료,530,529,445,445,445,0,100,147,147
농공,전남,순천시,주암,완료,106,105,81,81,81,0,100,33,33
농공,전남,여수시,화양,완료,119,119,96,96,96,0,100,21,18
농공,전남,강진군,마량,완료,56,56,41,41,41,0,100,15,15
농공,전남,고흥군,풍양,완료,55,50,39,39,39,0,100,9,6
농공,전남,곡성군,겸면,완료,301,300,245,245,245,0,100,12,7
농공,전남,곡성군,석곡,완료,126,126,91,91,91,0,100,13,7
농공,전남,곡성군,입면,완료,522,522,504,504,504,0,100,1,1
농공,전남,구례군,간전,완료,102,102,82,82,82,0,100,14,14
농공,전남,담양군,금성,완료,233,233,192,192,192,0,100,37,33
농공,전남,담양군,무정,완료,181,181,152,152,152,0,100,41,37
농공,전남,무안군,삼향,완료,222,220,166,166,166,0,100,50,45
농공,전남,무안군,일로,완료,164,164,130,130,130,0,100,30,29
농공,전남,무안군,청계,완료,312,311,250,250,250,0,100,58,57
농공,전남,보성군,미력,완료,107,106,78,78,78,0,100,25,16
농공,전남,보성군,벌교,완료,140,139,106,106,106,0,100,18,16
농공,전남,영광군,군서,완료,118,118,97,97,97,0,100,25,19
농공,전남,영암군,군서,완료,128,128,102,102,102,0,100,15,15
농공,전남,영암군,신북,완료,145,145,118,118,118,0,100,16,16
농공,전남,완도군,완도,완료,322,322,220,220,220,0,100,78,77
농공,전남,완도군,죽청,완료,222,222,175,175,175,0,100,69,64
농공,전남,장성군,동화,완료,120,120,96,96,96,0,100,27,27
농공,전남,장성군,삼계,완료,88,88,68,68,68,0,100,18,16
농공,전남,장흥군,장평,완료,103,102,78,78,78,0,100,20,15
농공,전남,진도군,고군,완료,101,101,69,69,69,0,100,27,21
농공,전남,함평군,학교,완료,171,171,143,143,143,0,100,25,23
농공,전남,함평군,함평,완료,103,103,86,86,86,0,100,9,9
농공,전남,해남군,옥천,완료,106,106,84,84,84,0,100,20,16
농공,전남,화순군,능주,완료,102,102,81,81,81,0,100,42,42
농공,전남,화순군,도곡,완료,170,165,145,145,145,0,100,48,48
농공,전남,화순군,동면,완료,258,258,215,215,215,0,100,69,69
농공,전남,화순군,이양,완료,151,151,123,123,123,0,100,13,13
농공,전남,해남군,화원조선,완료,153,153,110,110,110,0,100,1,1
국가,경북,경주시,월성전원,완료,3693,3692,1371,1371,1371,0,100,1,1
