유형,시도,시군,단지명,조성상태,지정면적(천제곱미터),관리면적(천제곱미터),산업시설구역_전체면적(천제곱미터),산업시설구역_분양대상(천제곱미터),산업시설구역_분양(천제곱미터),산업시설구역_미분양(천제곱미터),산업시설구역_분양률(퍼센트),입주업체(개),가동업체(개)
국가,서울,구로구,한국수출산업 (①),완료,1922 ,1920 ,1426 ,1426 ,1426 ,0 ,100 ,15250 ,13970 
국가,서울,구로구,   서울디지털 ①,완료,1922 ,1920 ,1426 ,1426 ,1426 ,0 ,100 ,15250 ,13970 
국가,부산,강서구,명지·녹산 (① + ②),완료,8841 ,8814 ,4309 ,4309 ,4309 ,0 ,100 ,1575 ,1289 
국가,부산,강서구,   녹산지구(산업단지) ①,완료,6998 ,6971 ,4309 ,4309 ,4309 ,0 ,100 ,1575 ,1289 
국가,부산,강서구,   명지지구 ②,완료,1843 ,1843 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
국가,대구,달성군,대구국가,조성중,8559 ,7354 ,4910 ,4910 ,3136 ,1774 ,64 ,305 ,225 
국가,인천,남동구,남동[재생사업지구],완료,9504 ,9572 ,5849 ,5849 ,5849 ,0 ,100 ,8106 ,7822 
국가,인천,부평구,한국수출산업 (① + ②),완료,1786 ,1785 ,1452 ,1452 ,1452 ,0 ,100 ,3340 ,3331 
국가,인천,부평구,   부평 ①,완료,609 ,609 ,522 ,522 ,522 ,0 ,100 ,1861 ,1857 
국가,인천,서구,   주안 ②,완료,1177 ,1176 ,930 ,930 ,930 ,0 ,100 ,1479 ,1474 
국가,광주,북구,광주첨단과학 (① + ②),완료,9991 ,3645 ,2643 ,2643 ,2643 ,0 ,100 ,2514 ,2101 
국가,광주,북구,   광주첨단과학(1단계) ①,완료,7931 ,2430 ,1901 ,1901 ,1901 ,0 ,100 ,2514 ,2101 
국가,광주,북구,   광주첨단과학(2단계) ②,완료,2060 ,1215 ,742 ,742 ,742 ,0 ,100 ,0 ,0 
국가,광주,광산구,빛그린 (①),완료,1845 ,1696 ,1413 ,1413 ,1157 ,256 ,82 ,125 ,97 
국가,광주,광산구,   빛그린(광주광역시 구역) ①,완료,1845 ,1696 ,1413 ,1413 ,1157 ,256 ,82 ,125 ,97 
국가,대전,유성구,대덕연구개발특구,조성중,49714 ,49714 ,23762 ,20478 ,20478 ,0 ,100 ,1786 ,1768 
국가,울산,남구,울산ㆍ미포,조성중,48468 ,45619 ,35256 ,35076 ,35076 ,0 ,100 ,1115 ,741 
국가,울산,울주군,온산,조성중,25939 ,20513 ,16891 ,16608 ,16608 ,0 ,100 ,409 ,258 
국가,세종,세종,세종스마트,미개발,2753 ,2754 ,1387 ,0 ,0 ,0 ,0 ,0 ,0 
국가,경기,안산시,반월특수지역 (① + ② + ③ + ④),조성중,149454 ,41371 ,22401 ,22255 ,21396 ,859 ,96 ,22406 ,21846 
국가,경기,시흥시,   시화 ①,조성중,69810 ,16121 ,10395 ,10395 ,10395 ,0 ,100 ,11381 ,11237 
국가,경기,시흥시,   시화MTV ②,조성중,9947 ,6515 ,2769 ,2623 ,2623 ,0 ,100 ,1380 ,1359 
국가,경기,안산시,   반월특수(안산신도시)[재생사업지구] ③,완료,14640 ,15374 ,7916 ,7916 ,7916 ,0 ,100 ,9466 ,9250 
국가,경기,화성시,   송산그린시티 ④,조성중,55057 ,3361 ,1321 ,1321 ,462 ,859 ,35 ,179 ,0 
국가,경기,파주시,파주출판,완료,1562 ,1515 ,586 ,586 ,586 ,0 ,100 ,825 ,823 
국가,경기,파주시,파주탄현,완료,80 ,77 ,44 ,44 ,44 ,0 ,100 ,47 ,45 
국가,경기,평택시,아산국가 (① + ② + ③),조성중,20350 ,14802 ,6270 ,5977 ,5977 ,0 ,100 ,263 ,252 
국가,경기,평택시,   원정지구 ①,완료,8587 ,8587 ,1851 ,1851 ,1851 ,0 ,100 ,0 ,0 
국가,경기,평택시,   포승지구 ②,완료,8078 ,5789 ,4126 ,4126 ,4126 ,0 ,100 ,262 ,251 
국가,경기,화성시,   우정지구 ③,조성중,3685 ,426 ,293 ,0 ,0 ,0 ,0 ,1 ,1 
국가,경기,동두천시,동두천,조성중,267 ,266 ,185 ,0 ,0 ,0 ,0 ,0 ,0 
국가,경기,용인시,용인첨단시스템반도체클러스터국가산업단지,미개발,7281 ,6726 ,4195 ,4195 ,0 ,4195 ,0 ,0 ,0 
국가,강원,동해시,북평국가 (① + ②),완료,4278 ,1872 ,1235 ,1235 ,1031 ,204 ,83 ,82 ,53 
국가,강원,동해시,   북평 ①,완료,4030 ,1624 ,1031 ,1031 ,1031 ,0 ,100 ,56 ,33 
국가,강원,동해시,   동해(자유무역) ②,완료,248 ,248 ,204 ,204 ,0 ,204 ,0 ,26 ,20 
국가,충북,보은군,보은,조성중,4178 ,4179 ,1156 ,1156 ,1156 ,0 ,100 ,1 ,1 
국가,충북,청주시,오송생명과학,완료,4833 ,2595 ,1384 ,1384 ,1384 ,0 ,100 ,74 ,72 
국가,충북,충주시,충주바이오헬스,미개발,2241 ,2241 ,1065 ,0 ,0 ,0 ,0 ,0 ,0 
국가,충북,청주시,오송제3생명과학국가산업단지,미개발,4120 ,4119 ,1812 ,0 ,0 ,0 ,0 ,0 ,0 
국가,충남,보령시,고정,조성중,6304 ,6304 ,3040 ,3040 ,3040 ,0 ,100 ,1 ,1 
국가,충남,서산시,대죽자원비축,완료,912 ,912 ,391 ,391 ,391 ,0 ,100 ,1 ,1 
국가,충남,당진시,석문,완료,12012 ,9471 ,5098 ,5098 ,4135 ,963 ,81 ,230 ,117 
국가,충남,당진시,아산국가 (① + ②),완료,6155 ,4988 ,3783 ,3783 ,3783 ,0 ,100 ,151 ,128 
국가,충남,당진시,   고대지구 ①,완료,3036 ,2234 ,1744 ,1744 ,1744 ,0 ,100 ,15 ,12 
국가,충남,당진시,   부곡지구 ②,완료,3119 ,2754 ,2039 ,2039 ,2039 ,0 ,100 ,136 ,116 
국가,충남,서천군,장항국가생태산업단지,조성중,2751 ,2218 ,1524 ,1068 ,572 ,496 ,54 ,52 ,35 
국가,충남,논산시,논산국방국가산업단지,미개발,870 ,869 ,540 ,0 ,0 ,0 ,0 ,0 ,0 
국가,전북,군산시,군산,완료,13702 ,6828 ,5570 ,5570 ,5570 ,0 ,100 ,208 ,175 
국가,전북,군산시,군산2(구 군장지구) (① + ②),완료,51715 ,14612 ,9999 ,9999 ,9893 ,106 ,99 ,642 ,582 
국가,전북,군산시,   군산2국가산업단지(구 군장) ①,완료,50459 ,13356 ,8873 ,8873 ,8873 ,0 ,100 ,587 ,529 
국가,전북,군산시,   군산(자유무역) ②,완료,1256 ,1256 ,1126 ,1126 ,1020 ,106 ,91 ,55 ,53 
